attack_id,attack_type,start_ts,end_ts
A1762407206_6738,fuzz_door,1762407206.373,1762407209.373
A1762407469_6205,replay_throttle,1762407469.611,1762407471.611
A1762407476_1941,replay_steering,1762407476.071,1762407477.071
A1762407506_7534,dos_kcan4,1762407506.822,1762407508.822
A1762407495_2714,fuzz_throttle,1762407495.448,1762407498.448
A1762407504_6192,uds_replay_gear,1762407504.446,1762407505.446
A1762407512_7066,uds_replay_steer,1762407512.184,1762407515.184
A1762407524_8344,dos_kcan4,1762407524.107,1762407525.107
A1762407530_4382,fuzz_throttle,1762407530.115,1762407531.115
A1762407538_2540,fuzz_door,1762407538.109,1762407540.109
A1762407550_1143,replay_steering,1762407550.043,1762407551.043
A1762407558_1213,replay_door_open,1762407558.031,1762407559.031
A1762407569_4051,uds_replay_door,1762407569.147,1762407571.147
A1762407580_4951,replay_steering,1762407580.985,1762407582.985
A1762407588_5789,uds_replay_gear,1762407588.645,1762407590.645
A1762407598_5323,fuzz_door,1762407598.072,1762407600.072
A1762407606_2264,replay_throttle,1762407606.094,1762407609.094
A1762407642_2184,replay_throttle,1762407642.146,1762407644.146
A1762407622_1361,dos_vcan0,1762407622.643,1762407626.643
A1762407635_8592,replay_throttle,1762407635.138,1762407638.138
A1762407672_2196,dos_vcan0,1762407672.157,1762407677.157
A1762407658_2119,uds_replay_throttle,1762407658.802,1762407659.802
A1762407664_5275,uds_replay_door,1762407664.041,1762407665.041
A1762407674_5131,fuzz_steering,1762407674.054,1762407676.054
A1762407683_4602,uds_uds_fuzz_combo,1762407683.139,1762407685.139
A1762407690_8918,uds_replay_brake,1762407690.083,1762407691.083
A1762407722_137,uds_replay_door,1762407722.459,1762407726.459
A1762407711_6770,uds_replay_door,1762407711.054,1762407715.054
A1762407720_2707,replay_door_open,1762407720.041,1762407724.041
A1762407729_7327,uds_replay_gear,1762407729.968,1762407732.968
A1762407739_2943,fuzz_door,1762407739.054,1762407743.054
A1762407777_1351,uds_uds_fuzz_combo,1762407777.479,1762407781.479
A1762407787_8,uds_uds_fuzz_combo,1762407787.396,1762407789.396
A1762407775_9977,fuzz_door,1762407775.090,1762407777.090
A1762407787_8654,replay_throttle,1762407787.042,1762407789.042
A1762407817_1489,dos_vcan0,1762407817.640,1762407822.640
A1762407827_8185,uds_replay_steer,1762407827.518,1762407828.518
A1762407814_7573,dos_kcan4,1762407814.214,1762407819.214
A1762407824_8172,uds_replay_brake,1762407824.247,1762407825.247
A1762407834_6527,replay_door_close,1762407834.087,1762407838.087
A1762407843_4533,uds_replay_door,1762407843.122,1762407845.122
A1762407851_1931,uds_replay_steer,1762407851.079,1762407856.079
A1762407858_9484,uds_replay_brake,1762407858.412,1762407861.412
A1762407867_5092,replay_door_close,1762407867.133,1762407871.133
A1762407902_1577,uds_uds_fuzz_combo,1762407902.735,1762407906.735
A1762407889_904,fuzz_steering,1762407889.371,1762407890.371
A1762407900_8860,uds_replay_gear,1762407900.047,1762407903.047
A1762407908_9244,fuzz_door,1762407908.426,1762407912.426
A1762407921_86,uds_replay_brake,1762407921.013,1762407924.013
A1762407957_104,dos_kcan4,1762407957.818,1762407958.818
A1762407944_3137,replay_throttle,1762407944.554,1762407945.554
A1762407955_3069,uds_replay_door,1762407955.039,1762407956.039
A1762407966_4791,uds_uds_fuzz_combo,1762407966.177,1762407971.177
A1762407975_8902,uds_replay_brake,1762407975.596,1762407977.596
A1762407987_1660,replay_door_close,1762407987.028,1762407989.028
A1762407994_3986,fuzz_throttle,1762407994.511,1762407995.511
A1762408001_5041,uds_uds_fuzz_combo,1762408001.029,1762408002.029
A1762408009_6003,uds_uds_fuzz_combo,1762408009.132,1762408010.132
A1762408015_8302,uds_replay_brake,1762408015.119,1762408017.119
A1762408024_4331,uds_replay_door,1762408024.162,1762408027.162
A1762408034_3472,uds_replay_door,1762408034.133,1762408038.133
A1762408043_2973,uds_replay_brake,1762408043.542,1762408048.542
A1762408082_628,replay_steering,1762408082.990,1762408086.990
A1762408098_199,uds_replay_door,1762408098.100,1762408102.100
A1762408086_7478,fuzz_steering,1762408086.696,1762408090.696
A1762408095_7543,uds_replay_gear,1762408095.674,1762408100.674
A1762409403_3054,fuzz,1762409403.674,1762409407.674
A1762409413_9189,fuzz,1762409413.988,1762409415.988
A1762409758_2870,spoof,1762409758.452,1762409761.452
A1762409795_242,spoof,1762409795.916,1762409800.916
A1762409782_1189,spoof,1762409782.462,1762409784.462
A1762409791_3938,spoof,1762409791.131,1762409792.131
A1762409800_6969,fuzz,1762409800.014,1762409801.014
A1762409835_3437,dos,1762409835.900,1762409838.900
A1762409827_293,spoof,1762409827.837,1762409831.837
A1762409861_1010,fuzz,1762409861.073,1762409865.073
A1762410023_1032,fuzz,1762410023.269,1762410027.269
A1762410033_7018,spoof,1762410033.009,1762410035.009
A1762410043_4700,fuzz,1762410043.103,1762410045.103
A1762410055_1983,spoof,1762410055.058,1762410057.058
A1762410203_3605,fuzz,1762410203.423,1762410208.423
A1762410241_3201,fuzz,1762410241.713,1762410242.713
A1762410256_8243,spoof,1762410256.820,1762410260.820
A1762410266_5288,fuzz,1762410266.814,1762410269.814
A1762410253_3181,spoof,1762410253.402,1762410254.402
A1762410263_6916,fuzz,1762410263.145,1762410267.145
A1762410296_1960,fuzz,1762410296.874,1762410297.874
A1762410285_219,dos,1762410285.639,1762410288.639
A1762410316_2459,spoof,1762410316.838,1762410321.838
A1762410331_856,fuzz,1762410331.882,1762410333.882
A1762410346_5985,spoof,1762410346.952,1762410349.952
A1762410356_4952,spoof,1762410356.876,1762410358.876
A1762410342_175,fuzz,1762410342.582,1762410345.582
A1762410377_8052,fuzz,1762410377.453,1762410382.453
A1762410366_6292,spoof,1762410366.808,1762410369.808
A1762410378_9186,fuzz,1762410378.137,1762410381.137
A1762410388_8865,dos,1762410388.133,1762410390.133
A1762410395_5725,fuzz,1762410395.011,1762410400.011
A1762410430_9394,spoof,1762410430.092,1762410434.092
A1762410417_6803,spoof,1762410417.791,1762410422.791
A1762410430_7106,spoof,1762410430.845,1762410433.845
A1762410483_4525,spoof,1762410483.721,1762410488.721
A1762410470_4750,fuzz,1762410470.794,1762410475.794
A1762410478_1128,spoof,1762410478.862,1762410483.862
A1762410489_1495,fuzz,1762410489.958,1762410493.958
A1762410522_4575,fuzz,1762410522.256,1762410524.256
A1762410553_5937,spoof,1762410553.173,1762410555.173
A1762410597_6078,fuzz,1762410572.160,1762410576.160
A1762410586_2382,fuzz,1762410586.203,1762410588.203
A1762410622_1479,spoof,1762410622.516,1762410624.516
A1762410611_2646,spoof,1762410611.075,1762410613.075
A1762410618_4983,spoof,1762410618.096,1762410619.096
A1762410633_2646,dos,1762410633.110,1762410634.110
A1762410653_4310,spoof,1762410653.114,1762410658.114
A1762410697_5716,dos,1762410697.625,1762410700.625
A1762410691_2679,fuzz,1762410691.129,1762410695.129
A1762410727_9771,spoof,1762410727.681,1762410732.681
A1762410724_1797,fuzz,1762410724.354,1762410726.354
A1762410738_2040,spoof,1762410738.062,1762410739.062
A1762410753_2146,fuzz,1762410753.067,1762410758.067
A1762410763_1276,spoof,1762410763.472,1762410767.472
A1762410806_3423,spoof,1762410806.403,1762410807.403
A1762410797_5922,fuzz,1762410797.819,1762410799.819
A1762410814_9796,dos,1762410814.145,1762410817.145
A1762410857_1333,spoof,1762410857.925,1762410861.925
A1762410851_7714,spoof,1762410851.613,1762410854.613
A1762410893_8575,spoof,1762410893.023,1762410895.023
A1762410890_9892,spoof,1762410890.687,1762410895.687
A1762410928_2241,spoof,1762410928.133,1762410930.133
A1762410916_3131,spoof,1762410916.185,1762410921.185
A1762410930_6028,fuzz,1762410930.850,1762410933.850
A1762410939_1068,spoof,1762410939.869,1762410943.869
A1762410955_6772,spoof,1762410955.910,1762410956.910
A1762410967_7352,dos,1762410967.164,1762410972.164
A1762410983_2543,spoof,1762410983.949,1762410988.949
A1762410998_94,spoof,1762410998.950,1762411000.950
A1762411015_5507,fuzz,1762411015.143,1762411019.143
A1762411029_5123,spoof,1762411029.046,1762411030.046
A1762411040_6907,spoof,1762411040.183,1762411042.183
A1762411049_1017,dos,1762411049.146,1762411053.146
A1762411072_6229,spoof,1762411072.115,1762411073.115
A1762411091_4568,fuzz,1762411091.190,1762411094.190
A1762411102_784,spoof,1762411102.221,1762411107.221
A1762411133_5476,fuzz,1762411133.583,1762411138.583
A1762411158_8410,spoof,1762411158.634,1762411161.634
A1762411144_1787,fuzz,1762411144.339,1762411148.339
A1762411164_9283,dos,1762411164.079,1762411167.079
A1762411179_854,spoof,1762411179.136,1762411184.136
A1762411195_3001,spoof,1762411195.456,1762411196.456
A1762411210_5743,spoof,1762411210.167,1762411214.167
A1762411222_1340,spoof,1762411222.493,1762411226.493
A1762411258_9842,spoof,1762411258.948,1762411262.948
A1762411244_812,spoof,1762411244.142,1762411245.142
A1762411262_3617,dos,1762411262.156,1762411265.156
A1762411299_7746,fuzz,1762411299.087,1762411304.087
A1762411289_6563,spoof,1762411289.050,1762411292.050
A1762411309_1403,dos,1762411309.939,1762411312.939
A1762411310_5918,dos,1762411310.680,1762411312.680
A1762411325_42,fuzz,1762411325.203,1762411330.203
A1762411374_3877,fuzz,1762411374.046,1762411378.046
A1762411370_2232,spoof,1762411370.771,1762411371.771
A1762411382_3610,spoof,1762411382.150,1762411386.150
A1762411395_7142,spoof,1762411395.852,1762411398.852
A1762411412_8880,spoof,1762411412.101,1762411416.101
A1762411449_3302,spoof,1762411449.124,1762411454.124
A1762411445_5088,spoof,1762411445.941,1762411446.941
A1762411491_801,spoof,1762411491.428,1762411495.428
A1762411488_1134,fuzz,1762411488.865,1762411493.865
A1762411506_2641,spoof,1762411506.101,1762411508.101
A1762411521_6355,spoof,1762411521.132,1762411524.132
A1762411537_614,dos,1762411537.132,1762411538.132
A1762411550_2383,fuzz,1762411550.234,1762411555.234
A1762411565_3831,fuzz,1762411565.218,1762411567.218
A1762411583_9629,spoof,1762411583.154,1762411588.154
A1762411596_4207,dos,1762411596.208,1762411597.208
A1762411633_6824,spoof,1762411633.370,1762411636.370
A1762412579_7716,spoof,1762412579.045,1762412582.045
A1762412598_4450,fuzz,1762412598.767,1762412601.767
A1762412616_2421,fuzz,1762412616.751,1762412620.751
A1762412626_3274,spoof,1762412626.102,1762412630.102
A1762412648_9471,spoof,1762412648.046,1762412653.046
A1762412686_371,fuzz,1762412686.140,1762412690.140
A1762412678_8726,dos,1762412678.882,1762412681.882
A1762412716_8838,fuzz,1762412716.335,1762412717.335
A1762412713_3497,fuzz,1762412713.108,1762412716.108
A1762412728_9103,spoof,1762412728.070,1762412729.070
A1762412766_9471,fuzz,1762412766.460,1762412769.460
A1762412762_4987,spoof,1762412762.204,1762412767.204
A1762412775_9322,spoof,1762412775.909,1762412780.909
A1762412811_8158,spoof,1762412811.446,1762412815.446
A1762412800_6790,spoof,1762412800.239,1762412804.239
A1762412813_4155,spoof,1762412813.274,1762412814.274
A1762412821_9647,fuzz,1762412821.121,1762412823.121
A1762412828_2024,spoof,1762412828.391,1762412833.391
A1762412843_7855,spoof,1762412843.235,1762412845.235
A1762412855_3129,spoof,1762412855.193,1762412857.193
A1762412865_3105,spoof,1762412865.362,1762412869.362
A1762412873_7616,spoof,1762412873.388,1762412878.388
A1762412884_9070,spoof,1762412884.382,1762412886.382
A1762412893_401,spoof,1762412893.213,1762412898.213
A1762412914_9769,spoof,1762412914.481,1762412917.481
A1762412928_3149,spoof,1762412928.489,1762412930.489
A1762412953_7196,spoof,1762412953.245,1762412957.245
A1762412996_8224,spoof,1762412996.861,1762412999.861
A1762412985_3547,spoof,1762412985.676,1762412986.676
A1762412998_3339,spoof,1762412998.076,1762412999.076
A1762413019_3774,fuzz,1762413019.181,1762413024.181
A1762413027_7821,fuzz,1762413027.784,1762413030.784
A1762413040_6469,fuzz,1762413040.122,1762413043.122
A1762413050_459,dos,1762413050.769,1762413055.769
A1762413093_5729,spoof,1762413093.068,1762413095.068
A1762413075_7451,spoof,1762413075.814,1762413077.814
A1762413083_8175,fuzz,1762413083.827,1762413088.827
A1762413103_573,spoof,1762413103.787,1762413104.787
A1762413121_740,fuzz,1762413121.057,1762413125.057
A1762413167_7095,fuzz,1762413167.155,1762413169.155
A1762413166_1430,fuzz,1762413166.864,1762413171.864
A1762413190_17,fuzz,1762413190.952,1762413194.952
A1762413199_2320,spoof,1762413199.976,1762413202.976
A1762413210_5986,spoof,1762413210.987,1762413214.987
A1762413221_7,spoof,1762413221.010,1762413226.010
A1762413262_7852,dos,1762413262.359,1762413263.359
A1762413249_6437,fuzz,1762413249.043,1762413254.043
A1762413264_7901,fuzz,1762413264.097,1762413266.097
A1762413271_1182,spoof,1762413271.020,1762413276.020
A1762413283_2462,fuzz,1762413283.114,1762413285.114
A1762413301_6170,spoof,1762413301.057,1762413305.057
A1762413319_9990,fuzz,1762413319.171,1762413324.171
A1762413334_2568,dos,1762413334.198,1762413339.198
A1762413344_6011,dos,1762413344.218,1762413348.218
A1762413361_6605,fuzz,1762413361.384,1762413366.384
A1762413392_3744,spoof,1762413392.581,1762413394.581
A1762413385_3707,spoof,1762413385.294,1762413390.294
A1762413400_1662,spoof,1762413400.351,1762413403.351
A1762413409_538,fuzz,1762413409.200,1762413412.200
A1762413430_673,spoof,1762413430.942,1762413435.942
A1762413444_1669,fuzz,1762413444.429,1762413448.429
A1762413458_795,dos,1762413458.441,1762413459.441
A1762413473_6965,fuzz,1762413474.004,1762413478.004
A1762413495_3837,fuzz,1762413495.490,1762413497.490
A1762413502_1108,fuzz,1762413502.069,1762413507.069
A1762413520_6786,fuzz,1762413520.622,1762413523.622
A1762413528_871,fuzz,1762413528.610,1762413529.610
A1762413534_8338,spoof,1762413534.036,1762413536.036
A1762413552_1676,spoof,1762413552.015,1762413555.015
A1762413561_3765,spoof,1762413561.772,1762413566.772
A1762413574_4362,fuzz,1762413574.691,1762413575.691
A1762413583_3170,fuzz,1762413583.044,1762413588.044
A1762413603_911,spoof,1762413603.725,1762413606.725
A1762413613_5565,fuzz,1762413613.040,1762413618.040
A1762413636_85,fuzz,1762413636.814,1762413640.814
A1762413644_145,fuzz,1762413644.820,1762413648.820
A1762413666_3952,fuzz,1762413666.866,1762413669.866
A1762413685_2613,dos,1762413685.879,1762413688.879
A1762413728_3520,spoof,1762413728.272,1762413732.272
A1762413717_3891,spoof,1762413717.772,1762413718.772
A1762413737_8419,spoof,1762413737.012,1762413738.012
A1762413755_8568,spoof,1762413755.042,1762413760.042
A1762413788_2744,fuzz,1762413788.360,1762413789.360
A1762413785_6731,spoof,1762413785.028,1762413789.028
A1762413785_2112,dos,1762413785.058,1762413788.058
A1762413796_6097,spoof,1762413796.190,1762413801.190
A1762413801_1951,fuzz,1762413801.056,1762413805.056
A1762413828_44,fuzz,1762413828.458,1762413829.458
A1762413838_6029,fuzz,1762413838.471,1762413840.471
A1762413823_6109,fuzz,1762413823.162,1762413827.162
A1762413830_8170,spoof,1762413830.209,1762413831.209
A1762413858_7184,spoof,1762413858.513,1762413863.513
A1762413841_670,spoof,1762413841.104,1762413844.104
A1762413852_4730,spoof,1762413852.225,1762413856.225
A1762413854_6975,dos,1762413854.266,1762413856.266
A1762413863_3002,fuzz,1762413863.043,1762413866.043
A1762413871_167,fuzz,1762413871.368,1762413876.368
A1762413881_1389,fuzz,1762413881.405,1762413886.405
A1762413887_7986,fuzz,1762413887.319,1762413892.319
A1762413890_2084,spoof,1762413890.380,1762413891.380
A1762413918_4323,spoof,1762413918.646,1762413920.646
A1762413903_1843,spoof,1762413903.014,1762413908.014
A1762413904_7968,spoof,1762413904.377,1762413907.377
A1762413914_9033,spoof,1762413914.455,1762413916.455
A1762413921_3230,spoof,1762413921.081,1762413922.081
A1762413940_1461,spoof,1762413940.466,1762413942.466
A1762413961_9055,spoof,1762413961.026,1762413965.026
A1762413981_1954,spoof,1762413981.549,1762413986.549
A1762413990_2517,fuzz,1762413990.601,1762413992.601
A1762414007_1859,spoof,1762414007.963,1762414011.963
A1762414013_9741,spoof,1762414038.925,1762414040.925
A1762414025_5036,spoof,1762414025.737,1762414029.737
A1762414071_261,spoof,1762414071.054,1762414073.054
A1762414063_6340,spoof,1762414063.736,1762414067.736
A1762414104_658,spoof,1762414104.112,1762414109.112
A1762414129_9853,fuzz,1762414129.165,1762414132.165
A1762414128_5985,fuzz,1762414154.179,1762414158.179
A1762414164_8741,spoof,1762414164.199,1762414165.199
A1762414157_4720,spoof,1762414157.970,1762414162.970
A1762414170_1374,spoof,1762414170.956,1762414175.956
A1762414186_6171,fuzz,1762414186.111,1762414187.111
A1762414207_4304,spoof,1762414207.024,1762414209.024
A1762414220_5917,spoof,1762414220.024,1762414225.024
A1762414254_5812,spoof,1762414254.472,1762414255.472
A1762414243_2739,spoof,1762414243.148,1762414247.148
A1762414261_3771,spoof,1762414261.220,1762414264.220
A1762414273_8660,spoof,1762414273.023,1762414275.023
A1762414284_8955,spoof,1762414309.541,1762414311.541
A1762414307_194,fuzz,1762414307.297,1762414312.297
A1762414325_7682,fuzz,1762414325.060,1762414328.060
A1762414346_313,spoof,1762414346.082,1762414350.082
A1762414361_8583,spoof,1762414361.509,1762414363.509
A1762414380_3049,spoof,1762414380.041,1762414385.041
A1762414397_2338,spoof,1762414397.568,1762414401.568
A1762414436_573,spoof,1762414436.836,1762414437.836
A1762414423_5542,fuzz,1762414423.754,1762414427.754
A1762414441_5312,fuzz,1762414441.713,1762414445.713
A1762414451_8104,spoof,1762414451.656,1762414454.656
A1762414461_4025,dos,1762414461.650,1762414465.650
A1762414464_9106,fuzz,1762414464.044,1762414466.044
A1762414473_9085,fuzz,1762414473.719,1762414477.719
A1762414480_8992,spoof,1762414480.733,1762414485.733
A1762414496_5665,spoof,1762414496.794,1762414497.794
A1762414514_6199,fuzz,1762414514.027,1762414519.027
A1762414550_7396,spoof,1762414550.111,1762414553.111
A1762414575_2449,dos,1762414575.138,1762414578.138
A1762414574_8118,spoof,1762414574.845,1762414576.845
A1762414592_8130,spoof,1762414592.888,1762414594.888
A1762414601_1984,spoof,1762414601.096,1762414605.096
A1762414635_2709,fuzz,1762414635.250,1762414639.250
A1762414625_6856,spoof,1762414626.000,1762414628.000
A1762414643_4910,spoof,1762414643.049,1762414644.049
A1762414663_2272,spoof,1762414663.010,1762414667.010
A1762414695_8573,spoof,1762414695.349,1762414699.349
A1762414682_8334,spoof,1762414682.070,1762414687.070
A1762414694_2495,spoof,1762414694.106,1762414697.106
A1762414707_1716,fuzz,1762414707.121,1762414711.121
A1762414728_8210,fuzz,1762414728.150,1762414729.150
A1762414768_3314,fuzz,1762414768.295,1762414773.295
A1762414756_9433,spoof,1762414756.732,1762414761.732
A1762414769_9657,dos,1762414769.229,1762414770.229
A1762414775_3265,fuzz,1762414775.016,1762414780.016
A1762414790_3435,spoof,1762414790.238,1762414791.238
A1762414814_5563,spoof,1762414814.289,1762414815.289
A1762414832_9772,spoof,1762414832.017,1762414834.017
A1762414853_1761,fuzz,1762414853.013,1762414855.013
A1762414866_7061,fuzz,1762414866.014,1762414867.014
A1762414878_3198,spoof,1762414878.015,1762414883.015
A1762414920_9356,spoof,1762414920.683,1762414921.683
A1762414927_2021,spoof,1762414927.015,1762414932.015
A1762414940_7564,spoof,1762414940.734,1762414944.734
A1762414927_5753,fuzz,1762414927.479,1762414932.479
A1762414942_4399,fuzz,1762414942.500,1762414945.500
A1762425802_1670,spoof,1762425802.364,1762425806.364
A1762425812_6387,spoof,1762425812.022,1762425817.022
A1762425827_8777,fuzz,1762425827.657,1762425829.657
A1762425841_9311,fuzz,1762425841.012,1762425845.012
A1762425852_3926,spoof,1762425852.665,1762425854.665
A1762425870_2961,dos,1762425870.015,1762425875.015
A1762425901_2154,fuzz,1762425901.841,1762425905.841
A1762425897_6868,spoof,1762425897.725,1762425898.725
A1762425910_735,fuzz,1762425910.010,1762425911.010
A1762425921_9759,dos,1762425921.406,1762425923.406
A1762425931_6972,spoof,1762425931.770,1762425936.770
A1762425945_4683,spoof,1762425945.790,1762425947.790
A1762425953_3688,spoof,1762425953.786,1762425958.786
A1762425986_1549,fuzz,1762425986.942,1762425989.942
A1762425978_5769,fuzz,1762425978.819,1762425983.819
A1762425999_6548,spoof,1762425999.846,1762426003.846
A1762426031_8256,fuzz,1762426031.991,1762426035.991
A1762426028_8800,dos,1762426028.874,1762426030.874
A1762426035_4967,fuzz,1762426035.014,1762426037.014
A1762426056_4314,spoof,1762426056.898,1762426059.898
A1762426072_3605,spoof,1762426072.934,1762426077.934
A1762426087_8487,spoof,1762426087.935,1762426091.935
A1762426105_2599,spoof,1762426105.018,1762426106.018
A1762426147_9342,spoof,1762426147.136,1762426151.136
A1762426157_3433,spoof,1762426157.144,1762426162.144
A1762426143_7094,dos,1762426143.029,1762426147.029
A1762426161_6298,fuzz,1762426161.018,1762426163.018
A1762426181_8958,fuzz,1762426181.045,1762426185.045
A1762426187_4478,spoof,1762426212.208,1762426217.208
A1762426211_4062,spoof,1762426211.094,1762426215.094
A1762426221_4833,dos,1762426221.281,1762426222.281
A1762426228_623,spoof,1762426228.028,1762426233.028
A1762426250_3651,spoof,1762426250.154,1762426252.154
A1762426257_3025,dos,1762426257.014,1762426262.014
A1762426270_1886,spoof,1762426270.170,1762426272.170
A1762426271_504,fuzz,1762426271.902,1762426274.902
A1762426284_4507,fuzz,1762426284.182,1762426289.182
A1762426306_7398,spoof,1762426306.228,1762426307.228
A1762426312_773,spoof,1762426312.990,1762426316.990
A1762426330_191,spoof,1762426330.035,1762426333.035
A1762426350_6547,fuzz,1762426350.291,1762426352.291
A1762426358_6751,spoof,1762426358.018,1762426362.018
A1762426366_2025,spoof,1762426366.997,1762426369.997
A1762426384_7804,spoof,1762426384.346,1762426388.346
A1762426404_6039,spoof,1762426404.346,1762426405.346
A1762426418_356,dos,1762426418.034,1762426420.034
A1762426439_6834,spoof,1762426439.007,1762426443.007
A1762426448_3100,spoof,1762426448.435,1762426449.435
A1762426465_2262,fuzz,1762426465.015,1762426470.015
A1762426476_8304,fuzz,1762426476.469,1762426479.469
A1762426493_5850,fuzz,1762426493.480,1762426497.480
A1762426515_6961,spoof,1762426516.002,1762426518.002
A1762426537_1361,fuzz,1762426537.502,1762426538.502
A1762426562_786,spoof,1762426562.549,1762426567.549
