timestamp,can_id,dlc,payload_hex,label,attack_type,attack_id
1762478300.7089615,0xba,8,003264324102000b,benign,,
1762478300.7103665,0xce,8,ec01ec01ec01ec01,benign,,
1762478300.7118123,0x24b,8,0008000000000000,benign,,
1762478300.7200644,0x2f6,8,0800000000000000,benign,,
1762478300.7229753,0x1b4,8,0000000000000000,benign,,
1762478300.747569,0x1a0,8,1e0000f020300260,benign,,
1762478300.8426483,0xc4,8,11090a090a000037,benign,,
1762478300.8451884,0xba,8,003264324102000b,benign,,
1762478300.8466964,0xce,8,da01da01da01da01,benign,,
1762478300.8480973,0x24b,8,0008000000000000,benign,,
1762478300.8572655,0x2f6,8,0800000000000000,benign,,
1762478300.859806,0x1b4,8,0000000000000000,benign,,
1762478300.8878758,0x1a0,8,1d1000f02030026f,benign,,
1762478300.9896376,0xc4,8,0c0708070800002a,benign,,
1762478300.9926858,0xba,8,003264324102000b,benign,,
1762478300.9943614,0xce,8,cb01cb01cb01cb01,benign,,
1762478300.9958687,0x24b,8,0008000000000000,benign,,
1762478301.0061805,0x2f6,8,0800000000000000,benign,,
1762478301.01215,0x1b4,8,0000000000000000,benign,,
1762478301.0449278,0x1a0,8,1d1000f02030026f,benign,,
1762478301.1451325,0xc4,8,160c0e0c0e00004a,benign,,
1762478301.1475813,0xba,8,003264324102000b,benign,,
1762478301.1491313,0xce,8,c901c901c901c901,benign,,
1762478301.1507676,0x24b,8,0008000000000000,benign,,
1762478301.161566,0x2f6,8,0800000000000000,benign,,
1762478301.1649091,0x1b4,8,0000000000000000,benign,,
1762478301.1946025,0x1a0,8,1e0000f020300260,benign,,
1762478301.2942624,0xc4,8,1f10131013000065,benign,,
1762478301.297576,0xba,8,003264324102000b,benign,,
1762478301.2989397,0xce,8,dd01dd01dd01dd01,benign,,
1762478301.3005764,0x24b,8,0008000000000000,benign,,
1762478301.309735,0x2f6,8,0800000000000000,benign,,
1762478301.312638,0x1b4,8,0000000000000000,benign,,
1762478301.3413112,0x1a0,8,1e0016f120300277,benign,,
1762478301.448052,0xc4,8,150b0d0b0d000045,benign,,
1762478301.4504116,0xba,8,003264324102000b,benign,,
1762478301.4516425,0xce,8,e401e401e401e401,benign,,
1762478301.4528387,0x24b,8,0008000000000000,benign,,
1762478301.4642081,0x2f6,8,0800000000000000,benign,,
1762478301.4680126,0x1b4,8,0000000000000000,benign,,
1762478301.502328,0x1a0,8,1d1000f02030026f,benign,,
1762478301.603741,0xc4,8,0b06070607000025,benign,,
1762478301.6078157,0xba,8,003264324102000b,benign,,
1762478301.6092358,0xce,8,ce01ce01ce01ce01,benign,,
1762478301.610982,0x24b,8,0008000000000000,benign,,
1762478301.6222022,0x2f6,8,0800000000000000,benign,,
1762478301.6243734,0x1b4,8,0000000000000000,benign,,
1762478301.65142,0x1a0,8,1c1000f02030026e,benign,,
1762478301.744469,0xc4,8,15090c0b0d000042,benign,,
1762478301.7496343,0xba,8,003264324102000b,benign,,
1762478301.752244,0xce,8,c301c301c301c301,benign,,
1762478301.7554386,0x24b,8,0008000000000000,benign,,
1762478301.7662594,0x2f6,8,0800000000000000,benign,,
1762478301.770984,0x1b4,8,0000000000000000,benign,,
1762478301.8075118,0x1a0,8,1d1000f02030026f,benign,,
1762478301.91544,0xc4,8,1f10131013000065,benign,,
1762478301.9211736,0xba,8,003264324102000b,benign,,
1762478301.923458,0xce,8,d101d101d101d101,benign,,
1762478301.9255557,0x24b,8,0008000000000000,benign,,
1762478301.9312446,0x2f6,8,0800000000000000,benign,,
1762478301.9360442,0x1b4,8,0000000000000000,benign,,
1762478301.9785056,0x1a0,8,1f001ef120300280,benign,,
1762478328.115971,0xc4,8,2914191419000083,benign,,
1762478328.124305,0xba,8,003264324102000b,benign,,
1762478328.1558204,0xce,8,ea01ea01ea01ea01,benign,,
1762478328.1694689,0x24b,8,0008000000000000,benign,,
1762478328.19464,0x2f6,8,0800000000000000,benign,,
1762478328.2020316,0x1b4,8,0000000000000000,benign,,
1762478328.256175,0x1a0,8,1c1000f02030026e,benign,,
1762478302.3756216,0xc4,8,1f10131013000065,benign,,
1762478302.3813126,0xba,8,003264324102000b,benign,,
1762478302.384636,0xce,8,c101c101c101c101,benign,,
1762478302.3947737,0x24b,8,0008000000000000,benign,,
1762478302.4134784,0x2f6,8,0800000000000000,benign,,
1762478302.4187937,0x1b4,8,0000000000000000,benign,,
1762478302.4732888,0x1a0,8,1c1000f02030026e,benign,,
1762478302.5942056,0xc4,8,150b0d0b0d000045,benign,,
1762478302.59776,0xba,8,003264324102000b,benign,,
1762478302.5993674,0xce,8,bf01bf01bf01bf01,benign,,
1762478302.6007748,0x24b,8,0008000000000000,benign,,
1762478302.609171,0x2f6,8,0800000000000000,benign,,
1762478302.6114624,0x1b4,8,0000000000000000,benign,,
1762478302.6709933,0x1a0,8,1e0000f020300260,benign,,
1762478302.7685573,0xc4,8,0b06070607000025,benign,,
1762478302.7708766,0xba,8,003264324102000b,benign,,
1762478302.7722695,0xce,8,e401e401e401e401,benign,,
1762478302.7737067,0x24b,8,0008000000000000,benign,,
1762478302.7820418,0x2f6,8,0800000000000000,benign,,
1762478302.7852302,0x1b4,8,0000000000000000,benign,,
1762478302.813178,0x1a0,8,1f001ef120300280,benign,,
1762478302.91057,0xc4,8,0100000000000001,benign,,
1762478302.913227,0xba,8,003264324102000b,benign,,
1762478302.9148695,0xce,8,ed01ed01ed01ed01,benign,,
1762478302.916388,0x24b,8,0008000000000000,benign,,
1762478302.9262936,0x2f6,8,0800000000000000,benign,,
1762478302.9288228,0x1b4,8,0000000000000000,benign,,
1762478302.9597263,0x1a0,8,1e0000f020300260,benign,,
1762478303.0597906,0xc4,8,f7fafbfafb0000e1,benign,,
1762478303.0624256,0xba,8,003264324102000b,benign,,
1762478303.0642226,0xce,8,da01da01da01da01,benign,,
1762478303.0661447,0x24b,8,0008000000000000,benign,,
1762478303.0756273,0x2f6,8,0800000000000000,benign,,
1762478303.0802677,0x1b4,8,0000000000000000,benign,,
1762478303.1131306,0x1a0,8,1c1000f02030026e,benign,,
1762478303.2146695,0xc4,8,edf4f5f4f50000bf,benign,,
1762478303.2173407,0xba,8,003264324102000b,benign,,
1762478303.2193987,0xce,8,c301c301c301c301,benign,,
1762478303.2209694,0x24b,8,0008000000000000,benign,,
1762478303.231193,0x2f6,8,0800000000000000,benign,,
1762478303.2376714,0x1b4,8,0000000000000000,benign,,
1762478303.272933,0x1a0,8,1c1000f02030026e,benign,,
1762478303.3734753,0xc4,8,e3eef1eef10000a1,benign,,
1762478303.375863,0xba,8,003264324102000b,benign,,
1762478303.3774564,0xce,8,bd01bd01bd01bd01,benign,,
1762478303.3790352,0x24b,8,0008000000000000,benign,,
1762478303.3898554,0x2f6,8,0800000000000000,benign,,
1762478303.392797,0x1b4,8,0000000000000000,benign,,
1762478303.4222112,0x1a0,8,1d1000f02030026f,benign,,
1762478303.5262527,0xc4,8,d9e8ece8ec000081,benign,,
1762478303.5281074,0xba,8,003264324102000b,benign,,
1762478303.5295706,0xce,8,cb01cb01cb01cb01,benign,,
1762478303.5314176,0x24b,8,0008000000000000,benign,,
1762478303.5420823,0x2f6,8,0800000000000000,benign,,
1762478303.5447483,0x1b4,8,0000000000000000,benign,,
1762478303.575594,0x1a0,8,1e0001f120300262,benign,,
1762478303.677145,0xc4,8,cfe2e8e2e8000063,benign,,
1762478303.6821976,0xba,8,003264324102000b,benign,,
1762478303.6860402,0xce,8,e301e301e301e301,benign,,
1762478303.6919792,0x24b,8,0008000000000000,benign,,
1762478303.7148173,0x2f6,8,0800000000000000,benign,,
1762478303.7182918,0x1b4,8,0000000000000000,benign,,
1762478303.7459316,0x1a0,8,1e0000f020300260,benign,,
1762478303.85028,0xc4,8,c5dce5dce4000046,benign,,
1762478303.8546677,0xba,8,003264324102000b,benign,,
1762478303.8577206,0xce,8,d801d801d801d801,benign,,
1762478303.8591342,0x24b,8,0008000000000000,benign,,
1762478303.8663335,0x2f6,8,0800000000000000,benign,,
1762478303.8727226,0x1b4,8,0000000000000000,benign,,
1762478303.897124,0x1a0,8,1c1000f02030026e,benign,,
1762478304.0014725,0xc4,8,bbd9e1d5e100002b,benign,,
1762478304.0152264,0xba,8,003264324102000b,benign,,
1762478304.0174198,0xce,8,bb01bb01bb01bb01,benign,,
1762478304.0250342,0x24b,8,0008000000000000,benign,,
1762478304.044879,0x2f6,8,0800000000000000,benign,,
1762478304.0505013,0x1b4,8,0000000000000000,benign,,
1762478304.098978,0x1a0,8,1b1000f02030026d,benign,,
1762478304.1929133,0xc4,8,b1cfddcfdd000009,benign,,
1762478304.1967874,0xba,8,003264324102000b,benign,,
1762478304.1991534,0xce,8,ae01ae01ae01ae01,benign,,
1762478304.2015884,0x24b,8,0008000000000000,benign,,
1762478304.2094305,0x2f6,8,0800000000000000,benign,,
1762478304.2156417,0x1b4,8,0000000000000000,benign,,
1762478304.3007622,0x1a0,8,1b1000f02030026d,benign,,
1762478304.4291635,0xc4,8,b0cfddcfdd000008,benign,,
1762478304.43314,0xba,8,003264324102000b,benign,,
1762478304.4424114,0xce,8,b701b701b701b701,benign,,
1762478304.449012,0x24b,8,0008000000000000,benign,,
1762478304.4674199,0x2f6,8,0800000000000000,benign,,
1762478304.472181,0x1b4,8,0000000000000000,benign,,
1762478304.5130482,0x1a0,8,1c1000f02030026e,benign,,
1762478304.617461,0xc4,8,b0cfddcfdd000008,benign,,
1762478304.6198328,0xba,8,003264324102000b,benign,,
1762478304.6216402,0xce,8,c801c801c801c801,benign,,
1762478304.6232624,0x24b,8,0008000000000000,benign,,
1762478304.6324685,0x2f6,8,0800000000000000,benign,,
1762478304.636727,0x1b4,8,0000000000000000,benign,,
1762478304.672623,0x1a0,8,1d1000f02030026f,benign,,
1762478304.7687075,0xc4,8,b0cfddcfdd000008,benign,,
1762478304.7711604,0xba,8,003264324102000b,benign,,
1762478304.7724826,0xce,8,d501d501d501d501,benign,,
1762478304.7741566,0x24b,8,0008000000000000,benign,,
1762478304.7837412,0x2f6,8,0800000000000000,benign,,
1762478304.7878387,0x1b4,8,0000000000000000,benign,,
1762478304.8159597,0x1a0,8,1e0000f020300260,benign,,
1762478304.8983274,0xc4,8,b0cfddcfdd000008,benign,,
1762478304.9006677,0xba,8,003264324102000b,benign,,
1762478304.9019802,0xce,8,de01de01de01de01,benign,,
1762478304.9033167,0x24b,8,0008000000000000,benign,,
1762478304.9127603,0x2f6,8,0800000000000000,benign,,
1762478304.9164703,0x1b4,8,0000000000000000,benign,,
1762478304.9426558,0x1a0,8,1d0000f02030025f,benign,,
1762478305.028249,0xc4,8,b0cfddcfdd000008,benign,,
1762478305.0337553,0xba,8,003264324102000b,benign,,
1762478305.0356178,0xce,8,d701d701d701d701,benign,,
1762478305.0383246,0x24b,8,0008000000000000,benign,,
1762478305.0467649,0x2f6,8,0800000000000000,benign,,
1762478305.0519357,0x1b4,8,0000000000000000,benign,,
1762478305.0850668,0x1a0,8,1c1000f02030026e,benign,,
1762478305.196736,0xc4,8,b0cfddcfdd000008,benign,,
1762478305.2011106,0xba,8,003264324102000b,benign,,
1762478305.202644,0xce,8,c301c301c301c301,benign,,
1762478305.2042327,0x24b,8,0008000000000000,benign,,
1762478305.2150383,0x2f6,8,0800000000000000,benign,,
1762478305.2191267,0x1b4,8,0000000000000000,benign,,
1762478305.247856,0x1a0,8,1c1000f02030026e,benign,,
1762478305.346801,0xc4,8,b0cfddcfdd000008,benign,,
1762478305.3529725,0xba,8,003264324102000b,benign,,
1762478305.3545966,0xce,8,bc01bc01bc01bc01,benign,,
1762478305.3566375,0x24b,8,0008000000000000,benign,,
1762478305.3656824,0x2f6,8,0800000000000000,benign,,
1762478305.3707647,0x1b4,8,0000000000000000,benign,,
1762478305.4054704,0x1a0,8,1c1000f02030026e,benign,,
1762478305.5076463,0xc4,8,b2d0ded0de00000e,benign,,
1762478305.5115325,0xba,8,003264324102000b,benign,,
1762478305.5132582,0xce,8,c501c501c501c501,benign,,
1762478305.5148153,0x24b,8,0008000000000000,benign,,
1762478305.526325,0x2f6,8,0800000000000000,benign,,
1762478305.5315137,0x1b4,8,0000000000000000,benign,,
1762478305.564853,0x1a0,8,1d1000f02030026f,benign,,
1762478305.70305,0xc4,8,bcd7e2d7e200002e,benign,,
1762478305.7087252,0xba,8,003264324102000b,benign,,
1762478305.7107232,0xce,8,d401d401d401d401,benign,,
1762478305.7120395,0x24b,8,0008000000000000,benign,,
1762478305.7290957,0x2f6,8,0800000000000000,benign,,
1762478305.7333505,0x1b4,8,0000000000000000,benign,,
1762478305.767443,0x1a0,8,1f001ef120300280,benign,,
1762478305.8728292,0xc4,8,c6dde5dde500004a,benign,,
1762478305.87576,0xba,8,003264324102000b,benign,,
1762478305.8771913,0xce,8,f001f001f001f001,benign,,
1762478305.8788145,0x24b,8,0008000000000000,benign,,
1762478305.890932,0x2f6,8,0800000000000000,benign,,
1762478305.8950922,0x1b4,8,0000000000000000,benign,,
1762478305.9260948,0x1a0,8,1e0064f1203002c5,benign,,
1762478306.0242743,0xc4,8,00e3eef0f70000b8,benign,,
1762478306.0300283,0xba,8,003264324102000b,benign,,
1762478306.0315511,0xce,8,e001e001e001e001,benign,,
1762478306.0329828,0x24b,8,0008000000000000,benign,,
1762478306.0434606,0x2f6,8,0800000000000000,benign,,
