timestamp,can_id,dlc,payload_hex,label,attack_type,attack_id,VehicleSpeed,MovingForward,MovingReverse,BrakePressed,Brake_active,Damping_rate_full_throttle,Damping_rate_zero_throttle_clutch_engaged,Damping_rate_zero_throttle_clutch_disengaged,Checksum_416,SteeringPosition,FrontWheel,BackWheel,SteeringWheelFL,SteeringWheelFR,SteeringWheelBL,SteeringWheelBR,ManualGear,AutoGear,GearSwitchTime,Ratio,DownRatio,UpRatio,GearState,Checksum,Wheel_FL,Wheel_FR,Wheel_RL,Wheel_RR,Door_FL,Door_FR,Door_RL,Door_RR,TrunkStatus,MirrorStatus,LowBeam,HighBeam,Reverse,LightOff,Brake,RightBlinker,LeftBlinker,Fog,Interior,Special1,Special2,HandbrakeActive
1762525278.035796,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525278.0921216,0x1a0,8,011000f020300253,benign,,,1.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525278.230184,0xc4,8,0000000000000000,benign,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525278.2339334,0xba,8,033264324100000c,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525278.2356007,0xce,8,0e000e000e000e00,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0.875,0.875,0.875,,,,,,,,,,,,,,,,,,
1762525278.237826,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525278.2528613,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525278.2600832,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525278.3125656,0x1a0,8,001000f020300252,benign,,,0.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525278.458054,0xc4,8,0000000000000000,benign,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525278.4927294,0xba,8,033264324100000c,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525278.4974494,0xce,8,0400040004000400,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,
1762525278.5107832,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525278.5268295,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525278.5332737,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525278.5853517,0x1a0,8,001000f020300252,benign,,,0.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525278.7983458,0xc4,8,0000000000000000,benign,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525278.830213,0xba,8,033264324100000c,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525278.8432686,0xce,8,0100010001000100,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0625,0.0625,0.0625,,,,,,,,,,,,,,,,,,
1762525278.859829,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525278.9332037,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525278.9364083,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525278.9888098,0x1a0,8,071000f020300259,benign,,,7.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.144452,0xc4,8,0000000000000000,benign,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.1494012,0xba,8,033264324101000d,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525279.151412,0xce,8,7000700070007000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,
1762525279.1577368,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525279.1696968,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525279.17386,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525279.2253044,0x1a0,8,0a1000f02030025c,benign,,,10.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.34171,0xc4,8,ffffffffff0000fb,benign,,,,,,,,,,,251.0,-0.01,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.3459826,0xba,8,033264324101000d,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525279.347583,0xce,8,9a009a009a009a00,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,9.625,9.625,9.625,9.625,,,,,,,,,,,,,,,,,,
1762525279.349414,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525279.359836,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525279.3635535,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525279.4024796,0x1a0,8,0c1000f02030025e,benign,,,12.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.505265,0xc4,8,0101010101000005,benign,,,,,,,,,,,5.0,0.01,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.5091023,0xba,8,033264324101000d,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525279.511364,0xce,8,c400c400c400c400,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25,12.25,12.25,12.25,,,,,,,,,,,,,,,,,,
1762525279.5132246,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525279.523523,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525279.525722,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525279.595084,0x1a0,8,101000f020300262,benign,,,16.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.6772542,0xc4,8,0000000000000000,benign,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.681807,0xba,8,033264324101000d,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525279.6834793,0xce,8,f800f800f800f800,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,15.5,15.5,15.5,,,,,,,,,,,,,,,,,,
1762525279.685537,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525279.6987689,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525279.707154,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525279.7714076,0x1a0,8,121000f020300264,benign,,,18.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.8843143,0xc4,8,ffffffffff0000fb,benign,,,,,,,,,,,251.0,-0.01,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525279.8900344,0xba,8,033264324101000d,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525279.8916297,0xce,8,2401240124012401,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25,18.25,18.25,18.25,,,,,,,,,,,,,,,,,,
1762525279.90565,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525279.9181814,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525279.923749,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525279.9968202,0x1a0,8,141000f020300266,benign,,,20.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.1091075,0xc4,8,020202020200000a,benign,,,,,,,,,,,10.0,0.02,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.1194978,0xba,8,033264324101000d,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525280.1238005,0xce,8,4001400140014001,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,
1762525280.1283226,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525280.1572697,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525280.163268,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525280.2191186,0x1a0,8,171000f020300269,benign,,,23.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.3220792,0xc4,8,0c0708070800002a,benign,,,,,,,,,,,42.0,0.12,7.0,8.0,7.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.325768,0xba,8,033264324101000d,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525280.3299654,0xce,8,6a016a016a016a01,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,22.625,22.625,22.625,22.625,,,,,,,,,,,,,,,,,,
1762525280.3315668,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525280.338205,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525280.3424609,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525280.3788366,0x3ce,8,25081d6039d51774,attack,spoof,A1762525280_444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.388057,0x1a0,8,1a1000f02030026c,benign,,,26.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.464206,0xc4,8,0201010101000006,benign,,,,,,,,,,,6.0,0.02,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.468078,0x56,8,2e96627617f01d8e,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.4701183,0xba,8,033264324102000e,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525307.4717388,0xce,8,9901990199019901,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5625,25.5625,25.5625,25.5625,,,,,,,,,,,,,,,,,,
1762525307.4739676,0x203,8,621e121649071c4f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.4738097,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525307.477625,0x312,8,5c3112a673131ae1,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.4818013,0x51a,8,32f3526a45b5453e,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.485846,0x220,8,6ded22423f0b10d7,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.4868567,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525307.4883788,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525307.4899924,0x5f3,8,46a5797a69d90c4f,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.496004,0x70f,8,35292b8552982efa,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.4992187,0x612,8,6024389022353d04,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.503254,0x37c,8,656f746528294567,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.51509,0x1f5,8,30493bac1a8e6f8c,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.52019,0x727,8,2ec071b91075080e,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.538617,0x6b3,8,0871229829655d41,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525307.5476875,0x1a0,8,1e001ef12030027f,benign,,,30.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.6815658,0x6f3,8,1461306011505af6,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.6985743,0xc4,8,fbfdfdfdfd0000ef,benign,,,,,,,,,,,239.0,-0.05,-3.0,-3.0,-3.0,-3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.7014422,0xba,8,033264324102000e,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525280.7030325,0xce,8,db01db01db01db01,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6875,29.6875,29.6875,29.6875,,,,,,,,,,,,,,,,,,
1762525280.7033076,0x6ca,8,127b711e277d4666,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.7052982,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525280.7160225,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525280.7193122,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525280.7499125,0x1a0,8,1d001ef12030027e,benign,,,29.0,0.0,0.0,0.3,1.0,0.15,2.0,0.35000000000000003,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.8663728,0xc4,8,0503030303000011,benign,,,,,,,,,,,17.0,0.05,3.0,3.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525280.8699615,0xba,8,033264324102000e,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525280.8719287,0xce,8,cc01cc01cc01cc01,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,28.75,28.75,28.75,28.75,,,,,,,,,,,,,,,,,,
1762525280.8741376,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525280.886527,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525280.892017,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525280.952212,0x1a0,8,1a1000f02030026c,benign,,,26.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525281.042138,0xc4,8,0604040404000016,benign,,,,,,,,,,,22.0,0.06,4.0,4.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525281.044732,0xba,8,033264324102000e,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525281.046563,0xce,8,a001a001a001a001,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,
1762525281.0484595,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525281.058931,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525281.0619278,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525281.1277027,0x1a0,8,191000f02030026b,benign,,,25.0,1.0,0.0,0.0,0.0,0.15,2.0,0.35000000000000003,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525281.2843862,0xc4,8,fcfdfefdfe0000f2,benign,,,,,,,,,,,242.0,-0.04,-3.0,-2.0,-3.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525281.2934785,0xba,8,033264324102000e,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525281.2984843,0xce,8,9501950195019501,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3125,25.3125,25.3125,25.3125,,,,,,,,,,,,,,,,,,
1762525281.3002534,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525281.3241608,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1762525281.3287146,0x1b4,8,0000000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
1762525281.3844187,0x1a0,8,1c0004f120300263,benign,,,28.0,0.0,0.0,0.04,1.0,0.15,2.0,0.35000000000000003,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525281.494065,0xc4,8,0604040404000016,benign,,,,,,,,,,,22.0,0.06,4.0,4.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762525281.49765,0xba,8,033264324102000e,benign,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.5,0.65,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1762525281.49934,0xce,8,b901b901b901b901,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5625,27.5625,27.5625,27.5625,,,,,,,,,,,,,,,,,,
1762525281.5014958,0x24b,8,0008000000000000,benign,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
1762525281.5114028,0x2f6,8,0800000000000000,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
